id,source,task_type,text,label,hallucination_type,question,knowledge,prediction,score,error_type,triggered_modules
halueval_hall_1577,HaluEval,qa,The movie was produced by Luc Besson's wife.,1,factual,Who produced the movie in which Amr Waked played Pierre Del Rio?,"Other prominent roles include the Yemeni Sheikh Muhammad in ""Salmon Fishing in the Yemen"", and Pierre Del Rio in Luc Besson's ""Lucy"".Lucy is a 2014 English-language French science fiction action film written and directed by Luc Besson and produced by his wife Virginie Besson-Silla for his company Europacorp.",0,0.0,FN,
halueval_hall_4980,HaluEval,qa,"Woody Harrelson starred in the documentary Go Further, which was released before Pumping Iron.",1,factual,Which movie came out first Go Further or Pumping Iron ?,"Go Further is a 2003 documentary film by Ron Mann starring Woody Harrelson and a group of other environmental activists riding around in a large, bio-fueled bus.Pumping Iron is a 1977 docudrama about the world of professional bodybuilding, with a focus on the 1975 IFBB Mr. Universe and 1975 Mr. Olympia competitions.",0,0.0,FN,
halueval_hall_2213,HaluEval,qa,"The second single from ""Red"" was released in October.",1,factual,"When was the second promotional single from the album that contained ""State of Grace"" released?","""State of Grace"" is a song by American singer-songwriter Taylor Swift from her fourth studio album ""Red"" (2012). It was released on October 2, 2012, in the US by Big Machine Records as the second promotional single from ""Red"" in 2012 and serves as the album's fifth single on June 21, 2013.",0,0.0,FN,
halueval_hall_3036,HaluEval,qa,Muppet Treasure Island was produced first.,1,factual,"What movie was produced first, Muppet Treasure Island or Honey, I Shrunk the Kids?","Muppet Treasure Island is a 1996 American musical adventure comedy film based on Robert Louis Stevenson's ""Treasure Island"".Honey, I Shrunk the Kids is a 1989 American comic science fiction film.",0,0.0,FN,
halueval_hall_9817,HaluEval,qa,The Hard Goodbye was serialized.,1,factual,"What American neo-noir crime anthology film, was serialized also in the comics anthology ""Dark Horse Presents""?","It was serialized, as ""Sin City"", in the comics anthology ""Dark Horse Presents"" by Dark Horse Comics and named ""The Hard Goodbye"" in the trade paperbacks.Sin City (also known as Frank Miller's Sin City) is a 2005 American neo-noir crime anthology film written, produced, and directed by Robert Rodriguez and Frank Miller.",0,0.0,FN,
halueval_right_4277,HaluEval,qa,Frank Tashlin,0,none,"Which film director, Frank Tashlin or Craig Serling, was also an animator?","Francis Fredrick von Taschlein (February 19, 1913 – May 5, 1972), better known by his stage name Frank Tashlin, was an American animator, screenwriter, and film director.Craig Serling is an American film director, film producer, screenwriter, and television editor known for multiple Primetime Emmy nominations for 'Outstanding Picture Editing for Non-Fiction Programming' and for his 2006 directorial debut feature film ""Jam"".",1,0.096,FP,temporal
halueval_right_5420,HaluEval,qa,no,0,none,Are both Hattiesburg–Laurel Regional Airport and John Wayne Airport located in the same state?,"Hattiesburg–Laurel Regional Airport (IATA: PIB, ICAO: KPIB, FAA LID: PIB) , nicknamed Airport City, is a public airport located in Jones County, Mississippi.John Wayne Airport (IATA: SNA, ICAO: KSNA, FAA LID: SNA) is an international airport in Orange County, California, United States, with its mailing address in the city of Santa Ana, hence the IATA airport code.",1,0.3,FP,knowledge
halueval_hall_6713,HaluEval,qa,Thomas Albert Parker played for Manchester United.,1,factual,"Which English football club is based in Stalybridge, Greater Manchester in which Thomas Albert Parker played?","Thomas Albert Parker (22 November 1906 – 11 November 1964) was an English footballer. He played for Manchester United, Bristol City, Carlisle United and Stalybridge Celtic.Stalybridge Celtic Football Club is an English football club based in Stalybridge, Greater Manchester.",0,0.0,FN,
halueval_hall_3836,HaluEval,qa,Takoma Langley Crossroads Transit Center is located in a neighboring county.,1,factual,"Where is  unincorporated area and census-designated place which , Takoma Langley Crossroads Transit Center is in located","The Takoma Langley Crossroads Transit Center is a bus transit center in Langley Park, Maryland.Langley Park is an unincorporated area and census-designated place (CDP) in Prince George's County, Maryland.",0,0.0,FN,
halueval_hall_5327,HaluEval,qa,Four Darks in Red is shown in Mark Rothko's many mural projects for skyscrapers around New York City.,1,factual,"Four Darks in Red is shown in Mark Rothko's mural projects for what skyskraper, that is located at 375 Park Avenue in Manhattan?","Four Darks in Red shows Mark Rothko's often used axis of black, brown and red, which is in a number of his easel paintings and in the mural projects for the Seagram Building.The Seagram Building is a skyscraper, located at 375 Park Avenue, between 52nd Street and 53rd Street in Midtown Manhattan, New York City.",0,0.0,FN,
halueval_hall_660,HaluEval,qa,"Björn Ulvaeus was a part of a Swedish pop group, formed in Stockholm in 1972, as well as co-producer on the film ""Mamma Mia!"" with his brother Benny Andersson.",1,factual,"Björn Ulvaeus was a part of a Swedish pop group, formed in Stockholm in 1972, as well as co-producer on the film ""Mamma Mia!"" with who?","ABBA (] ) were a Swedish pop group, formed in Stockholm in 1972 by members Agnetha Fältskog, Björn Ulvaeus, Benny Andersson, and Anni-Frid Lyngstad.Björn Kristian Ulvaeus (] ) (born 25 April 1945; credited as Björn Ulvæus) is a Swedish songwriter, producer, a former member of the Swedish musical group ABBA (1972–1982), and co-composer of the musicals ""Chess"", ""Kristina från Duvemåla"", and ""Mamma Mia! He co-produced the film ""Mamma Mia!"" with fellow ABBA member and close friend Benny Andersson.",0,0.0,FN,
halueval_right_1744,HaluEval,qa,no,0,none,Are the Lancashire Heeler and the Glen of Imaal Terrier both listed by the Kennel Club (UK) as a vulnerable breed?,"The Lancashire Heeler is listed by the Kennel Club (UK) as a vulnerable breed.The Glen of Imaal Terrier () is a breed of dog of the terrier category and one of four Irish terrier breeds. It is sometimes called the Irish Glen of Imaal Terrier or the Wicklow Terrier, and the name of the breed is often shortened by fanciers to just Glen.",1,0.15,FP,knowledge
halueval_hall_3584,HaluEval,qa,The Country Bears is inspired by a Disney theme park attraction.,1,factual,"Which American film, The Country Bears or Bambi, is based on a book by the Austrian author Felix Salten?","Bambi is a 1942 American animated film directed by David Hand (supervising a team of sequence directors), produced by Walt Disney and based on the book ""Bambi, a Life in the Woods"" by Austrian author Felix Salten.The Country Bears is a 2002 American family musical comedy film, directed by Peter Hastings, produced by Walt Disney Pictures, and based on the Disney theme park attraction ""Country Bear Jamboree"".",0,0.0,FN,
halueval_hall_3575,HaluEval,qa,"""Grown Ups"": A comedy film.",1,factual,"What is the name of a 2010 comedy film about five friends reuniting for a holiday weekend that stared at least one previous cast member from ""Saturday Night Live""?","Grown Ups is a 2010 American comedy film directed by Dennis Dugan and stars Adam Sandler, Kevin James, Chris Rock, David Spade and Rob Schneider. It depicts five friends of a high school basketball team reuniting for a holiday weekend after learning of the passing of their coach. He rose to fame in the 1990s as a cast member on ""Saturday Night Live"", then began a successful acting career in both film and television. He also starred and co-starred in the films ""Tommy Boy"", ""Black Sheep"", ""Joe Dirt"", """", ""Grown Ups"", and ""Grown Ups 2"", among others.",0,0.0,FN,
halueval_hall_9318,HaluEval,qa,"Lysiloma is a medium-sized tree species, while Peltophorum is a large tree species.",1,factual,Are both Lysiloma and Peltophorum large tree species?,"Lysiloma is a genus of flowering plants in the legume family, Fabaceae.Peltophorum is a genus of 5–15 species of flowering plants in the family Fabaceae, subfamily Caesalpinioideae. The species are medium-sized to large trees growing up to 15–25 m (rarely 50 m) tall.",0,0.0,FN,
halueval_right_1970,HaluEval,qa,yes,0,none,Are the films Metropia and The Watercolor animated?,"""The Watercolor (Tr: Suluboya)"" is a 2009 Turkish animated film, directed by Cihat Hazardağlı.Metropia is a 2009 English-language Swedish-Danish-Norwegian adult animated mystery thriller drama science fiction film directed by Tarik Saleh.",1,0.27,FP,knowledge
halueval_hall_7828,HaluEval,qa,"Holless Wilbur Allen, Jr. was born in Stilwell, Kansas.",1,factual,In which county was the inventor of the compound bow born ?,"Holless Wilbur Allen, Jr. (July 12, 1909 Stilwell, Kansas – June 28, 1979 Billings, Missouri) was the inventor of the compound bow.Stilwell is an unincorporated community in Johnson County, Kansas, United States.",0,0.0,FN,
halueval_hall_3364,HaluEval,qa,"Innovative Life: The Anthology 1984-1989 is a compilation album released in 2008 by American rapper and singer-songwriter, Arabian Prince, who is also a record producer and DJ.",1,factual,"Innovative Life: The Anthology 1984-1989, is a compilation album released in 2008 by who, which American rapper, singer-songwriter, record producer and DJ?","Innovative Life: The Anthology 1984-1989 (often called ""Innovative Life: The Anthology"") is a compilation album released in 2008 by American recording artist Arabian Prince and his fifth album overall, off of Stones Throw Records.Kim Renard Nazel (born June 17, 1965), better known by the stage name Arabian Prince, is an American rapper, singer-songwriter, record producer and DJ.",0,0.0,FN,
halueval_hall_3667,HaluEval,qa,The Lowry Hotel is in Manchester.,1,factual,"In which city is the Lowry hotel, which opened featuring a restaurant run by celebrity chef Marco Pierre White?","The Lowry Hotel is located by the River Irwell in Salford, Greater Manchester, England. When the hotel first opened Marco Pierre White was the overseeing chef of ""The River Room Restaurant"".Marco Pierre White (born 11 December 1961) is a British chef, restaurateur, and television personality from Leeds.",0,0.0,FN,
halueval_right_8489,HaluEval,qa,no,0,none,"Are both magazines, the Woman's Viewpoint and Pick Me Up, British publications?",The Woman's Viewpoint was a woman's magazine founded in Texas in 1923 and published by Florence M. Sterling.Pick Me Up! is a British weekly women's magazine that is published through the IPC Media group.,1,0.3,FP,knowledge
halueval_right_3406,HaluEval,qa,yes,0,none,Are Edna St. Vincent Millay and Robert Penn Warren both Pulitzer Prize-winners for their poetry?,"She received the Pulitzer Prize for Poetry in 1923, the third woman to win the award for poetry, and was also known for her feminist activism. He received the 1947 Pulitzer Prize for the Novel for his novel ""All the King's Men"" (1946) and the Pulitzer Prize for Poetry in 1958 and 1979. He is the only person to have won Pulitzer Prizes for both fiction and poetry.",1,0.27,FP,knowledge
halueval_hall_4873,HaluEval,qa,Gustavo Nicolás Aguirre plays basketball in Argentina.,1,factual,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",0,0.0,FN,
halueval_hall_6732,HaluEval,qa,Kashyyyk is not the only planet that was featured in the 1978 Star Wars Holiday Special.,1,factual,"Which planet in the ""Star Wars"" universe is home to the Wookies and was featured in the Star Wars Holiday Special of 1978?","Kashyyyk ( , or ), also known as Wookiee Planet C, is a planet in the ""Star Wars"" universe. It is the tropical, forested home world of the Wookiees.The Star Wars Holiday Special is a 1978 American musical science fiction television film set in the ""Star Wars"" galaxy.",0,0.0,FN,
halueval_right_4976,HaluEval,qa,yes,0,none,Did Noah and The Virgins have the same number of members and their start?,"The band originally consisted of four members, known as Nazril Irham, Mohammad Kautsar Hikmat, Loekman Hakim, and David Kurnia Albert. The band consisted of lead vocalist Donald Cumming, guitarist Wade Oates, bassist Nick Zarin-Ackerman and drummer Erik Ratensperger.",1,0.27,FP,knowledge
halueval_right_2439,HaluEval,qa,yes,0,none,"Are the magazines, Me Naiset and Today's Housewife, catering to female readers?","Me Naiset (meaning ""We the Women"" in English) is a Finnish language women's magazine published in Helsinki, Finland.Today's Housewife was an American women's magazine in the early 20th century.",1,0.3,FP,"knowledge, citation"
halueval_hall_5457,HaluEval,qa,The author of the novel Child of God has written several books.,1,factual,How many novels has the author of the novel Child of God written?,"Child of God is a 2013 American crime drama film co-written and directed by James Franco, and starring Scott Haze, based on the novel of the same name by Cormac McCarthy.Cormac McCarthy (born Charles McCarthy; July 20, 1933) is an American novelist, playwright, and screenwriter. He has written ten novels, spanning the Southern Gothic, Western, and post-apocalyptic genres.",0,0.0,FN,
halueval_hall_2563,HaluEval,qa,"The winning driver, Michael Schumacher.",1,factual,The runner-up in the 1999 World Drivers' Championship appears on the front cover of a racing video game developed by what company?,"Formula One Arcade is a racing video game developed by Studio 33 and published by Sony Computer Entertainment for the PlayStation. The drivers featured on the front cover, from left to right, are Eddie Irvine, Michael Schumacher and Jarno Trulli. He was a Formula One driver between 1993 and 2002, and runner-up in the 1999 World Drivers' Championship, driving for Scuderia Ferrari.",0,0.0,FN,
halueval_right_1344,HaluEval,qa,Operation Paperclip,0,none,What secret program involved Georg von Tiesenhausen?,"Georg F. von Tiesenhausen (born May 18, 1914) is a retired German-American rocket scientist.Operation Paperclip was a secret program of the Joint Intelligence Objectives Agency (JIOA) in which more than 1,600 German scientists, engineers, and technicians, such as Wernher von Braun and his V-2 rocket team, were recruited in post-Nazi Germany and taken to the U.S. for government employment, at the end of World War II; many were members and some were leaders of the Nazi Party.",1,0.096,FP,temporal
halueval_right_1263,HaluEval,qa,Space Cowboys,0,none,"In which American space drama film did Clint Eastwood star with the actor who played Bret Maverick in the 1950s western comedy series ""Maverick""?","Space Cowboys is a 2000 American space drama film directed and produced by Clint Eastwood. It stars Eastwood, Tommy Lee Jones, Donald Sutherland, and James Garner as four older ""ex-test pilots"" who are sent into space to repair an old Soviet satellite.James Garner (born James Scott Bumgarner; April 7, 1928 – July 19, 2014) was an American actor, producer, and voice artist. He starred in several television series over more than five decades, including such popular roles as Bret Maverick in the 1950s western comedy series ""Maverick"" and Jim Rockford in ""The Rockford Files"", and played leading roles in more than 50 theatrical films, including ""The Great Escape"" (1963) with Steve McQueen, Paddy Chayefsky's ""The Americanization of Emily"" (1964), ""Grand Prix"" (1966), Blake Edwards' ""Victor/Victoria"" (1982), ""Murphy's Romance"" (1985), for which he received an Academy Award nomination, ""Space Cowboys"" (2000) with Clint Eastwood, and ""The Notebook"" (2004).",1,0.096,FP,temporal
halueval_right_9158,HaluEval,qa,yes,0,none,Are Meg Myers and a founding member of American rock band Wavves considered singer-songwriters?,"Wavves is an American rock band based in San Diego, California. Formed in 2008 by singer-songwriter Nathan Williams (born June 12, 1986), the band also features Alex Gates (guitar, backing vocals), Stephen Pope (bass guitar, backing vocals) and Brian Hill (drums and backing vocals).Meg Myers (born October 6, 1986) is an American singer-songwriter, originally from Tennessee.",1,0.27,FP,knowledge
halueval_right_4028,HaluEval,qa,yes,0,none,Are Smyrnium and Nymania both types of plant?,"Smyrnium is a genus of flowering plants in the family Apiaceae, the umbellifers. It is a spare, scrubby, woody shrub or small tree, typically ) 0.5–3 m tall.",1,0.27,FP,knowledge
halueval_hall_9362,HaluEval,qa,Sheridan Le Fanu was fond of writing mysterious novels.,1,factual,What type of novel did Sheridan Le Fanu like to make?,"Joseph Thomas Sheridan Le Fanu ( ; 28 August 1814 – 7 February 1873) was an Irish writer of Gothic tales and mystery novels.Carmilla is a Gothic novella by Joseph Sheridan Le Fanu and one of the early works of vampire fiction, predating Bram Stoker's ""Dracula"" (1897) by 26 years.",0,0.0,FN,
halueval_right_6863,HaluEval,qa,yes,0,none,Were One Hundred and One Dalmatians and The Princess and the Frog both produced by Walt Disney?,"One Hundred and One Dalmatians, often abbreviated as 101 Dalmatians, is a 1961 American animated adventure film produced by Walt Disney and based on the 1956 novel ""The Hundred and One Dalmatians"" by Dodie Smith.The Princess and the Frog is a 2009 American animated musical film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.",1,0.27,FP,knowledge
halueval_right_2075,HaluEval,qa,yes,0,none,Is it true that both Miho Hatori and Daryl Braithwaite have roots outside of the United States?,"Miho Hatori (羽鳥 美保 , Hatori Miho , born in Tokyo, Japan) is a Japanese singer, songwriter, and musician.Daryl Braithwaite (born 11 January 1949) is an Australian singer.",1,0.27,FP,knowledge
halueval_hall_800,HaluEval,qa,"No, Aşiyan Museum is located in Beşiktaş.",1,factual,Are both the Aşiyan Museum and Sultan Ahmed Mosque located in Istanbul?,"Aşiyan Museum (Turkish: ""Aşiyan Müzesi"" ) is the house of famous Turkish poet Tevfik Fikret (1867-1915) at Aşiyan neighborhood of Beşiktaş district in Istanbul.The Sultan Ahmed Mosque or Sultan Ahmet Mosque (Turkish: ""Sultan Ahmet Camii"" ) is a historic mosque located in Istanbul, Turkey.",0,0.0,FN,
halueval_hall_8670,HaluEval,qa,The International Ice Hockey Federation (IIHF) Ranking is based on team performance and Australia is ranked 25th.,1,factual,What ranking is based on team performance over 4 years and of which one Australia team is ranked 25th?,The Australian women's national ice hockey team represents Australia at the International Ice Hockey Federation's IIHF World Women's Championships. Australia is ranked 25th out of 34 countries in the IIHF World Ranking.The IIHF World Ranking is a ranking of the performance of the national ice hockey teams of member countries of the International Ice Hockey Federation (IIHF). It is based on a formula giving points for each team's placings at IIHF-sanctioned tournaments over the previous four years.,0,0.0,FN,
halueval_right_793,HaluEval,qa,yes,0,none,Do Frank Pepe Pizzeria Napoletana and Sarpino's Pizzeria both sell pizza?,"Frank Pepe Pizzeria Napoletana, known locally as Pepe's, is a popular pizza restaurant in the Wooster Square neighborhood of New Haven, Connecticut, at 163 Wooster Street.Sarpino's Pizzeria is a fast food restaurant chain specializing in pizza, with international operations headquartered in Singapore and U.S. operations headquartered in the Chicago suburb of Lincolnshire, Illinois.",1,0.27,FP,knowledge
halueval_hall_9133,HaluEval,qa,University of Patras is public.,1,factual,Are University of Patras and Manhattan College both public universities?,"University of Patras (UPatras; Greek: Πανεπιστήμιο Πατρών , ""Panepistímio Patrón"") is a public university in Patras, Greece.Manhattan College is a private, independent, Roman Catholic, liberal arts college located in the Bronx, New York City, United States.",0,0.0,FN,
halueval_hall_6263,HaluEval,qa,The Birmingham campaign was led by a white American Baptist minister.,1,factual,What American Baptist minister and activist led a movement organized in early 1963 by the Southern Christian Leadership Conference?,"The Birmingham campaign, or Birmingham movement, was a movement organized in early 1963 by the Southern Christian Leadership Conference (SCLC) to bring attention to the integration efforts of African Americans in Birmingham, Alabama.Martin Luther King Jr. (born Michael King Jr., January 15, 1929 – April 4, 1968) was an American Baptist minister and activist who became the most visible spokesperson and leader in the Civil Rights Movement.",0,0.0,FN,
halueval_hall_1316,HaluEval,qa,The Bracco Italiano is a rare breed of dog that is nearly extinct.,1,factual,"Which breed of dog is extinct, the Bracco Italiano or the St. John's water dog?","The Bracco Italiano ] is a breed of dog developed in Italy as a versatile gun dog.The St. John's water dog, also known as the St. John’s dog or the lesser Newfoundland, was a landrace (a dog bred for a purpose, not pedigree or appearance) of domestic dog from Newfoundland. The number of St. John's water dogs started declining by the start of the 20th century. By the early 1980s, the variety was extinct.",0,0.0,FN,
halueval_hall_9899,HaluEval,qa,Harry Stephen Keeler was a comedian.,1,factual,"Which man was a comedian, Harry Stephen Keeler or Bob Monkhouse?","Harry Stephen Keeler (November 3, 1890 – January 22, 1967) was a prolific but little-known American author of mysteries and science fiction.Robert Alan ""Bob"" Monkhouse, OBE (1 June 1928 – 29 December 2003) was an English entertainer and comedian.",0,0.0,FN,
halueval_hall_5802,HaluEval,qa,P&M Mall is a famous shopping center in Patna under the jurisdiction of Patna Police.,1,factual,What Indian shopping center won an award in 2016 and is under the jurisdiction of Pataliputra police station?,"Indrapuri(Hindi: इन्द्रपुरी ) is a neighbourhood in Patna, in the Indian state Bihar. Situated in the middle of city ,serve as important local market as well as important residential area due to its proximity with city important institutions & malls like Indian Institute of Technology, Patna, P&M Mall . This area is under the jurisdiction of Pataliputra police station of Patna Police.P&M Mall is the first mall of Patna, the capital city of the eastern Indian state Bihar. In 2016, it was awarded the ""Most Admired Shopping Centre of the Year: East"" by IMGES.",0,0.0,FN,
halueval_right_103,HaluEval,qa,yes,0,none,Are Wenling and Xinzheng both in China?,"Wenling (Wenling dialect: Uen-lin Zy ] ; ) is a coastal county-level city in the municipal region of Taizhou, in southeastern Zhejiang province, China.Xinzheng () is a small county-level city of Zhengzhou in the south of Henan province of Central China.",1,0.27,FP,knowledge
halueval_hall_7594,HaluEval,qa,Zanthoxylum has more flowering plants.,1,factual,"Which genus includes more plants that produces flowers, Zanthoxylum or Legousia?","Zanthoxylum (including genus ""Fagara"") is a genus of about 250 species of deciduous and evergreen trees and shrubs in the citrus or rue family, Rutaceae, native to warm temperate and subtropical areas worldwide.Legousia (Venus' looking glass) is a genus of flowering plants in the Campanulaceae (bellflower) family.",0,0.0,FN,
halueval_hall_5613,HaluEval,qa,"The author of ""A Useless Death"" never released a debut album.",1,factual,"What was the debut album of the author of the poem ""A Useless Death"" ?","""A Useless Death"" is a poem by Patti Smith, published as a chapbook in 1972.Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".",0,0.0,FN,
halueval_hall_8295,HaluEval,qa,"""On the Twentieth Century""",1,factual,One of the musicals John Cullum won Best Leading Actor in a Musical for was a screwball comedy. What was the name of the other?,"He has appeared in many stage musicals and dramas, including ""On the Twentieth Century"" (1978) and ""Shenandoah"" (1975), winning the Tony Awards for Best Leading Actor in a Musical for each. Based partly on the 1930s film and play of the same name, the musical is part operetta, part farce and part screwball comedy.",0,0.0,FN,
halueval_hall_6752,HaluEval,qa,Eugène Ionesco was born first.,1,factual,"Which writer was born first, Jacques Prévert or Eugène Ionesco?","Jacques Prévert (] ; 4 February 190011 April 1977) was a French poet and screenwriter.Eugène Ionesco (born Eugen Ionescu, ] ; 26 November 1909 – 28 March 1994) was a Romanian-French playwright who wrote mostly in French, and one of the foremost figures of the French Avant-garde theatre.",0,0.0,FN,
halueval_hall_7862,HaluEval,qa,The film and the 1931 Charlie Chaplin romantic comedy do not share the same name.,1,factual,The film Contra Conspiracy producing company and a 1931 Charlie Chaplin romantic comedy share what name in common?,"The film was produced by City Lights.City Lights is a 1931 American pre-Code silent romantic comedy film written, produced, directed by and starring Charlie Chaplin.",0,0.0,FN,
halueval_right_4312,HaluEval,qa,yes,0,none,Are both Strombocactus and Calypso bulbosa both genus of plants ?,"Strombocactus disciformis is a rare species of cacti and the only species of the genus Strombocactus.Calypso is a genus of orchids containing one species, Calypso bulbosa, known as the calypso orchid, fairy slipper or Venus's slipper.",1,0.3,FP,knowledge
halueval_right_2806,HaluEval,qa,yes,0,none,"Sydney Pollack and Ginny Stikeman, are in the industry of film?","Sydney Irwin Pollack (July 1, 1934 – May 26, 2008) was an American film director, producer and actor.Virginia (Ginny) Stikeman (born 1941) is a Canadian filmmaker.",1,0.27,FP,knowledge
halueval_right_2736,HaluEval,qa,yes,0,none,Are both John Tardy and Jun. K vocalists ?,"John Tardy (born March 15, 1968) is an American vocalist best known for his work with the death metal band Obituary and Tardy Brothers. He is the main vocalist of 2PM.",1,0.3,FP,knowledge
halueval_right_414,HaluEval,qa,I Will Always Love You,0,none,"Heartbreak Express, Dolly Parton's 24th solo studio album, featured this re-recording of what song, originally recorded in 1973 and featured in the ""Best Little Whorehouse in Texas Soundtrack""?","Heartbreak Express is Dolly Parton's 24th solo studio album. ""Do I Ever Cross Your Mind"" (a song Parton had written in the early 1970s but had never ""officially"" recorded) appeared as a double-A-sided single (along with Parton's rerecording of ""I Will Always Love You"" from the ""Best Little Whorehouse in Texas Soundtrack""), and reached #1 on the country charts in August 1982.The song, ""I Will Always Love You"" was originally written and recorded in 1973 by American singer-songwriter, Dolly Parton.",1,0.128,FP,contradiction
halueval_right_1223,HaluEval,qa,yes,0,none,Are Youssef Chahine and Gordon Douglas both directors?,"Youssef Chahine (Arabic: يوسف شاهين‎ ‎ ; 25 January 1926 – 27 July 2008) was an Egyptian film director, he was active in the Egyptian film industry from 1950 until his death.Gordon Douglas (December 15, 1907 – September 29, 1993) was an American film director, who directed many different genres of films over the course of a five-decade career in motion pictures.",1,0.27,FP,knowledge
halueval_right_8695,HaluEval,qa,20 January 1936,0,none,"Players is a BBC Books original novel written by Terrance Dicks and based on the long-running British science fiction television series ""Doctor Who"", it features the Sixth Doctor and Peri meeting Winston Churchill during the Boer War and prior to the abdication of the would-be king Edward VIII, was King of the United Kingdom and the Dominions of the British Empire, and Emperor of India, beginning on which date?","It features the Sixth Doctor and Peri meeting Winston Churchill during the Boer War and prior to the abdication of the would-be king Edward VIII.Edward VIII (Edward Albert Christian George Andrew Patrick David; 23 June 1894 – 28 May 1972) was King of the United Kingdom and the Dominions of the British Empire, and Emperor of India, from 20 January 1936 until his abdication on 11 December the same year.",1,0.096,FP,temporal
halueval_right_9652,HaluEval,qa,yes,0,none,Are Gaoyao District and Malipo County in the same country?,"Gaoyao, formerly romanized as Koyiu, is an urban district of Zhaoqing in western Guangdong, China.Malipo County (麻栗坡县; pinyin: Málìpō Xiàn, Vietnamese: ""Ma Lật Pha"" ) is located in Wenshan Zhuang and Miao Autonomous Prefecture, Yunnan province, China.",1,0.3,FP,knowledge
halueval_hall_4350,HaluEval,qa,FTC is known for catering good food. Processing: cooking. Communication: sharing recipes.,1,factual,"what is the Financial Training Center limited (FTC) known for? what is a example of processing, and communication of Financial Information?","Financial Training Center Limited (FTC) is a training institution in Dar es Salaam, Tanzania.Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",0,0.0,FN,
halueval_right_6815,HaluEval,qa,no,0,none,Are both Ray Toro and Zvuki Mu both Russian?,"Raymond ""Ray"" Toro (born July 15, 1977) is an American musician who served as lead guitarist and backing vocalist of the band My Chemical Romance until their break-up in 2013.Zvuki Mu (Russian: Зву́ки Му , ] , , may be translated as ""The Sounds of Mu"") are a Russian alternative rock/indie/post-punk band founded in Moscow in 1983.",1,0.3,FP,knowledge
halueval_right_6315,HaluEval,qa,Friedrich Paulus,0,none,"What is the name of this man, who was captured and surprised by Soviet troops in Stalingrad and whose 6th Army surrendered at the Battle of Stalingrad?","Constantin Brătescu (March 8, 1892 - April 13, 1971) was a Romanian Major-General during World War II. Following the surrender of Friedrich Paulus' 6th Army at the Battle of Stalingrad, Brătescu became a prisoner of war and was held captive from 1943 to 1948.Soviet troops took Paulus by surprise and captured him in Stalingrad on 31 January 1943, the same day on which he was informed of his promotion to field marshal (""Generalfeldmarschall"") by Adolf Hitler.",1,0.096,FP,temporal
halueval_hall_7514,HaluEval,qa,Sophia Petrillo was played by Betty White.,1,factual,"What is the name of this American actress and comedian, who appeared in film, television, and theatre, and who starred in The Golden Girls as Sophia?","The first season of the American television comedy series The Golden Girls originally aired on NBC in the United States between September 14, 1985 and May 10, 1986. It stars Bea Arthur, Rue McClanahan, Betty White, and Estelle Getty as the main characters Dorothy Zbornak, Blanche Devereaux, Rose Nylund, and Sophia Petrillo.Estelle Getty (née Scher; also known as Estelle Gettleman; July 25, 1923 – July 22, 2008) was an American actress and comedian, who appeared in film, television, and theatre.",0,0.0,FN,
halueval_right_9918,HaluEval,qa,no,0,none,Are Salome and Sir Gawain and the Green Knight both Germanic in background?,"54, is an opera in one act by Richard Strauss to a German libretto by the composer, based on Hedwig Lachmann's German translation of the French play ""Salomé"" by Oscar Wilde.Sir Gawain and the Green Knight (Middle English: ""Sir Gawayn and þe Grene Knyȝt"") is a late 14th-century Middle English chivalric romance.",1,0.15,FP,knowledge
halueval_hall_4740,HaluEval,qa,The genre of the Dumb and Dumber movie is romantic comedy.,1,factual,What genre is the Dumb and Dumber Moive?,"Dumb and Dumber To is a 2014 American comedy film co-written and directed by Bobby and Peter Farrelly. The Farrelly brothers are mostly famous for directing and producing gross-out humor romantic comedy films such as ""Dumb and Dumber"", ""Shallow Hal"", ""Me, Myself and Irene"", ""There's Something About Mary"" and the 2007 remake of ""The Heartbreak Kid"".",0,0.0,FN,
halueval_right_907,HaluEval,qa,yes,0,none,Are Braque d'Auvergne and Griffon Fauve de Bretagne both breeds originating in France ?,"The Braque d'Auvergne is a breed of dog originating in the mountain area of Cantal, in the historic Auvergne province in the mid-south of France.The Griffon Fauve de Bretagne (FCI No.66) translated into English as the Fawn Brittany Griffon, is a breed of dog of the scenthound type, originating in France in the region of Brittany.",1,0.27,FP,knowledge
halueval_hall_854,HaluEval,qa,"""Yaamirukka Bayamey"" is loosely based on a 1998 Korean horror-comedy film directed by Kim Jee-woon.",1,factual,"""Yaamirukka Bayamey"" is based on which 1998 Korean film directed by Kim Jee-woon?","""Yaamirukka Bayamey"" is based on the 1998 Korean film ""The Quiet Family"". It was director Kim Jee-woon's feature film debut.",0,0.0,FN,
